NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
71,1,16,111,2,Not Available,00:25.262,0,00:29.544,2,00:27.421,2,98.6,30:19.8,30:19.8,00:25.3,00:29.5,00:27.4,NN,00:00.00,0.0,ROK ,250.0,Location 7,Free Practice 1,0,25.262,0,29.544,0,27.421,30,19.8,30,19.8,0,25.3,0,29.5,0,27.4,0,0.0
71,1,17,117,0,Not Available,00:29.018,0,00:36.231,0,00:30.756,0,84.4,31:55.8,31:55.8,00:29.0,00:36.2,00:30.8,NN,00:00.00,0.0,ROK ,235.0,Location 7,Free Practice 1,0,29.018,0,36.231,0,30.756,31,55.8,31,55.8,0,29.0,0,36.2,0,30.8,0,0.0
71,1,18,73,0,Not Available,00:25.279,0,00:30.286,0,00:27.604,0,97.5,33:19.0,33:19.0,00:25.3,00:30.3,00:27.6,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,25.279,0,30.286,0,27.604,33,19.0,33,19.0,0,25.3,0,30.3,0,27.6,0,0.0
71,1,19,85,0,B,00:26.596,0,00:32.482,0,00:34.13,0,87.0,34:52.2,34:52.2,00:26.6,00:32.5,00:34.1,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,0,26.596,0,32.482,0,34.13,34,52.2,34,52.2,0,26.6,0,32.5,0,34.1,0,0.0
71,1,20,87,0,Not Available,02:21.6,0,00:33.841,0,00:30.124,0,39.4,38:17.8,38:17.8,02:21.6,00:33.8,00:30.1,NN,01:56.8,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,2,21.6,0,33.841,0,30.124,38,17.8,38,17.8,2,21.6,0,33.8,0,30.1,1,56.8
71,1,21,71,0,Not Available,00:27.924,0,00:32.396,0,00:34.724,0,85.3,39:52.8,39:52.8,00:27.9,00:32.4,00:34.7,NN,00:00.00,0.0,ROK ,250.0,Location 7,Free Practice 1,0,27.924,0,32.396,0,34.724,39,52.8,39,52.8,0,27.9,0,32.4,0,34.7,0,0.0
71,1,22,87,0,Not Available,00:25.05,2,00:29.809,0,00:27.457,0,98.5,41:15.1,41:15.1,00:25.1,00:29.8,00:27.5,NN,00:00.00,0.0,ROK ,250.0,Location 7,Free Practice 1,0,25.05,0,29.809,0,27.457,41,15.1,41,15.1,0,25.1,0,29.8,0,27.5,0,0.0
71,1,23,102,0,B,00:26.876,0,00:32.359,0,00:33.798,0,87.1,42:48.1,42:48.1,00:26.9,00:32.4,00:33.8,NN,00:00.00,0.0,ROK ,250.0,Location 7,Free Practice 1,0,26.876,0,32.359,0,33.798,42,48.1,42,48.1,0,26.9,0,32.4,0,33.8,0,0.0
71,1,24,83,0,Not Available,01:28.6,0,00:34.039,0,00:31.494,0,52.6,45:22.3,45:22.3,01:28.6,00:34.0,00:31.5,NN,01:04.6,0.0,ROK ,245.27729934550464,Location 7,Free Practice 1,1,28.6,0,34.039,0,31.494,45,22.3,45,22.3,1,28.6,0,34.0,0,31.5,1,4.6
8,1,1,87,0,Not Available,01:31.8,0,00:38.396,0,00:32.335,0,49.9,02:42.5,02:42.5,01:31.8,00:38.4,00:32.3,OTUR,01:06.0,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,1,31.8,0,38.396,0,32.335,2,42.5,2,42.5,1,31.8,0,38.4,0,32.3,1,6.0
8,1,2,97,0,Not Available,00:27.529,0,00:32.636,0,00:33.238,0,86.8,04:15.9,04:15.9,00:27.5,00:32.6,00:33.2,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,27.529,0,32.636,0,33.238,4,15.9,4,15.9,0,27.5,0,32.6,0,33.2,0,0.0
8,1,3,106,0,Not Available,00:46.196,0,00:38.015,0,00:29.299,0,71.4,06:09.4,06:09.4,00:46.2,00:38.0,00:29.3,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,46.196,0,38.015,0,29.299,6,9.4,6,9.4,0,46.2,0,38.0,0,29.3,0,0.0
8,1,4,70,0,Not Available,00:26.754,0,00:31.91,0,00:29.033,0,92.4,07:37.1,07:37.1,00:26.8,00:31.9,00:29.0,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.754,0,31.91,0,29.033,7,37.1,7,37.1,0,26.8,0,31.9,0,29.0,0,0.0
8,1,5,96,0,Not Available,00:26.85,0,00:31.817,0,00:29.03,0,92.4,09:04.8,09:04.8,00:26.8,00:31.8,00:29.0,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.85,0,31.817,0,29.03,9,4.8,9,4.8,0,26.8,0,31.8,0,29.0,0,0.0
8,1,6,70,0,Not Available,00:26.78,0,00:31.725,0,00:28.805,0,92.9,10:32.1,10:32.1,00:26.8,00:31.7,00:28.8,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.78,0,31.725,0,28.805,10,32.1,10,32.1,0,26.8,0,31.7,0,28.8,0,0.0
8,1,7,104,0,Not Available,00:26.572,0,00:31.595,0,00:28.737,0,93.3,11:59.0,11:59.0,00:26.6,00:31.6,00:28.7,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.572,0,31.595,0,28.737,11,59.0,11,59.0,0,26.6,0,31.6,0,28.7,0,0.0
8,1,8,69,0,Not Available,00:29.606,0,00:36.47,0,00:33.606,0,81.3,13:38.7,13:38.7,00:29.6,00:36.5,00:33.6,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,29.606,0,36.47,0,33.606,13,38.7,13,38.7,0,29.6,0,36.5,0,33.6,0,0.0
8,1,9,81,0,Not Available,00:26.472,0,00:31.442,0,00:28.762,0,93.5,15:05.4,15:05.4,00:26.5,00:31.4,00:28.8,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.472,0,31.442,0,28.762,15,5.4,15,5.4,0,26.5,0,31.4,0,28.8,0,0.0
8,1,10,83,0,Not Available,00:26.235,0,00:31.494,0,00:28.784,0,93.7,16:31.9,16:31.9,00:26.2,00:31.5,00:28.8,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.235,0,31.494,0,28.784,16,31.9,16,31.9,0,26.2,0,31.5,0,28.8,0,0.0
8,1,11,74,0,Not Available,00:26.938,0,00:31.682,0,00:28.957,0,92.6,17:59.5,17:59.5,00:26.9,00:31.7,00:29.0,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.938,0,31.682,0,28.957,17,59.5,17,59.5,0,26.9,0,31.7,0,29.0,0,0.0
8,1,12,89,0,Not Available,00:33.077,0,00:37.079,0,00:32.107,0,79.3,19:41.7,19:41.7,00:33.1,00:37.1,00:32.1,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,33.077,0,37.079,0,32.107,19,41.7,19,41.7,0,33.1,0,37.1,0,32.1,0,0.0
8,1,13,100,0,Not Available,00:26.121,0,00:31.372,0,00:28.589,0,94.2,21:07.8,21:07.8,00:26.1,00:31.4,00:28.6,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,26.121,0,31.372,0,28.589,21,7.8,21,7.8,0,26.1,0,31.4,0,28.6,0,0.0
8,1,14,93,0,Not Available,00:31.717,0,00:36.725,0,00:33.434,0,79.6,22:49.7,22:49.7,00:31.7,00:36.7,00:33.4,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,31.717,0,36.725,0,33.434,22,49.7,22,49.7,0,31.7,0,36.7,0,33.4,0,0.0
8,1,15,92,0,Not Available,00:25.898,0,00:31.016,0,00:28.174,0,95.3,24:14.8,24:14.8,00:25.9,00:31.0,00:28.2,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,25.898,0,31.016,0,28.174,24,14.8,24,14.8,0,25.9,0,31.0,0,28.2,0,0.0
8,1,16,93,0,B,00:29.274,0,00:35.087,0,00:35.475,0,81.2,25:54.6,25:54.6,00:29.3,00:35.1,00:35.5,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,29.274,0,35.087,0,35.475,25,54.6,25,54.6,0,29.3,0,35.1,0,35.5,0,0.0
8,1,17,108,0,Not Available,04:47.1,0,00:37.902,0,00:32.601,0,22.7,31:52.2,31:52.2,04:47.1,00:37.9,00:32.6,OTUR,04:23.7,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,4,47.1,0,37.902,0,32.601,31,52.2,31,52.2,4,47.1,0,37.9,0,32.6,4,23.7
8,1,18,90,0,Not Available,00:30.977,0,00:37.69,0,00:33.757,0,79.2,33:34.6,33:34.6,00:31.0,00:37.7,00:33.8,OTUR,00:00.00,0.0,NIO ,235.0,Location 7,Free Practice 1,0,30.977,0,37.69,0,33.757,33,34.6,33,34.6,0,31.0,0,37.7,0,33.8,0,0.0
8,1,19,68,0,Not Available,00:25.352,0,00:30.319,0,00:27.732,0,97.2,34:58.0,34:58.0,00:25.4,00:30.3,00:27.7,OTUR,00:00.00,0.0,NIO ,235.0,Location 7,Free Practice 1,0,25.352,0,30.319,0,27.732,34,58.0,34,58.0,0,25.4,0,30.3,0,27.7,0,0.0
8,1,20,123,0,Not Available,00:30.303,0,00:38.149,0,00:34.143,0,79.0,36:40.6,36:40.6,00:30.3,00:38.1,00:34.1,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,30.303,0,38.149,0,34.143,36,40.6,36,40.6,0,30.3,0,38.1,0,34.1,0,0.0
8,1,21,73,0,Not Available,00:25.769,0,00:30.802,0,00:28.071,0,95.8,38:05.3,38:05.3,00:25.8,00:30.8,00:28.1,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,25.769,0,30.802,0,28.071,38,5.3,38,5.3,0,25.8,0,30.8,0,28.1,0,0.0
8,1,22,109,0,B,00:28.578,0,00:33.314,0,00:34.897,0,83.8,39:42.0,39:42.0,00:28.6,00:33.3,00:34.9,OTUR,00:00.00,0.0,NIO ,245.27729934550464,Location 7,Free Practice 1,0,28.578,0,33.314,0,34.897,39,42.0,39,42.0,0,28.6,0,33.3,0,34.9,0,0.0
8,1,23,122,0,Not Available,02:50.9,0,00:35.023,0,00:33.905,0,33.8,43:41.9,43:41.9,02:50.9,00:35.0,00:33.9,OTUR,02:28.2,0.0,NIO ,250.0,Location 7,Free Practice 1,2,50.9,0,35.023,0,33.905,43,41.9,43,41.9,2,50.9,0,35.0,0,33.9,2,28.2
8,1,24,84,2,Not Available,00:25.328,2,00:29.959,2,00:27.476,2,98.0,45:04.6,45:04.6,00:25.3,00:30.0,00:27.5,OTUR,00:00.00,0.0,NIO ,250.0,Location 7,Free Practice 1,0,25.328,0,29.959,0,27.476,45,4.6,45,4.6,0,25.3,0,30.0,0,27.5,0,0.0
88,1,1,148,0,Not Available,01:22.3,0,00:35.807,0,00:31.339,0,54.3,02:29.4,02:29.4,01:22.3,00:35.8,00:31.3,TB,00:57.7,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,1,22.3,0,35.807,0,31.339,2,29.4,2,29.4,1,22.3,0,35.8,0,31.3,0,57.7
88,1,2,131,0,Not Available,00:27.293,0,00:31.684,0,00:28.769,0,92.4,03:57.1,03:57.1,00:27.3,00:31.7,00:28.8,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,27.293,0,31.684,0,28.769,3,57.1,3,57.1,0,27.3,0,31.7,0,28.8,0,0.0
88,1,3,70,0,Not Available,00:34.27,0,00:50.317,0,00:29.344,0,71.2,05:51.1,05:51.1,00:34.3,00:50.3,00:29.3,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,34.27,0,50.317,0,29.344,5,51.1,5,51.1,0,34.3,0,50.3,0,29.3,0,0.0
88,1,4,75,0,Not Available,00:26.459,0,00:31.224,0,00:30.481,0,92.0,07:19.2,07:19.2,00:26.5,00:31.2,00:30.5,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.459,0,31.224,0,30.481,7,19.2,7,19.2,0,26.5,0,31.2,0,30.5,0,0.0
88,1,5,70,0,Not Available,00:26.487,0,00:31.178,0,00:28.563,0,94.0,08:45.5,08:45.5,00:26.5,00:31.2,00:28.6,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.487,0,31.178,0,28.563,8,45.5,8,45.5,0,26.5,0,31.2,0,28.6,0,0.0
88,1,6,69,0,Not Available,00:26.38,0,00:31.357,0,00:28.494,0,94.0,10:11.7,10:11.7,00:26.4,00:31.4,00:28.5,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.38,0,31.357,0,28.494,10,11.7,10,11.7,0,26.4,0,31.4,0,28.5,0,0.0
88,1,7,72,0,Not Available,00:26.48,0,00:31.642,0,00:30.087,0,91.9,11:39.9,11:39.9,00:26.5,00:31.6,00:30.1,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.48,0,31.642,0,30.087,11,39.9,11,39.9,0,26.5,0,31.6,0,30.1,0,0.0
88,1,8,102,0,Not Available,00:26.298,0,00:30.774,0,00:28.25,0,95.0,13:05.2,13:05.2,00:26.3,00:30.8,00:28.3,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.298,0,30.774,0,28.25,13,5.2,13,5.2,0,26.3,0,30.8,0,28.3,0,0.0
88,1,9,95,0,Not Available,00:26.544,0,00:30.935,0,00:31.399,0,91.2,14:34.1,14:34.1,00:26.5,00:30.9,00:31.4,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,26.544,0,30.935,0,31.399,14,34.1,14,34.1,0,26.5,0,30.9,0,31.4,0,0.0
88,1,10,106,0,Not Available,00:32.349,0,00:37.195,0,00:33.984,0,78.3,16:17.6,16:17.6,00:32.3,00:37.2,00:34.0,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,32.349,0,37.195,0,33.984,16,17.6,16,17.6,0,32.3,0,37.2,0,34.0,0,0.0
88,1,11,77,0,Not Available,00:25.951,0,00:30.797,0,00:28.226,0,95.4,17:42.6,17:42.6,00:26.0,00:30.8,00:28.2,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,25.951,0,30.797,0,28.226,17,42.6,17,42.6,0,26.0,0,30.8,0,28.2,0,0.0
88,1,12,136,0,Not Available,00:30.64,0,00:36.479,0,00:36.566,0,78.2,19:26.3,19:26.3,00:30.6,00:36.5,00:36.6,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,30.64,0,36.479,0,36.566,19,26.3,19,26.3,0,30.6,0,36.5,0,36.6,0,0.0
88,1,13,73,0,Not Available,00:25.771,0,00:30.698,0,00:28.144,0,95.8,20:50.9,20:50.9,00:25.8,00:30.7,00:28.1,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,25.771,0,30.698,0,28.144,20,50.9,20,50.9,0,25.8,0,30.7,0,28.1,0,0.0
88,1,14,75,0,Not Available,00:28.103,0,00:37.708,0,00:34.329,0,81.0,22:31.1,22:31.1,00:28.1,00:37.7,00:34.3,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,28.103,0,37.708,0,34.329,22,31.1,22,31.1,0,28.1,0,37.7,0,34.3,0,0.0
88,1,15,69,0,Not Available,00:25.639,0,00:30.376,0,00:28.035,0,96.5,23:55.1,23:55.1,00:25.6,00:30.4,00:28.0,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,25.639,0,30.376,0,28.035,23,55.1,23,55.1,0,25.6,0,30.4,0,28.0,0,0.0
88,1,16,103,0,B,00:29,0,00:33.924,0,00:33.862,0,83.8,25:31.9,25:31.9,00:29.0,00:33.9,00:33.9,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,29.0,0,33.924,0,33.862,25,31.9,25,31.9,0,29.0,0,33.9,0,33.9,0,0.0
88,1,17,120,0,Not Available,04:00.6,0,00:33.734,0,00:36.684,0,26.1,30:42.9,30:42.9,04:00.6,00:33.7,00:36.7,TB,03:34.4,0.0,NIOO,235.0,Location 7,Free Practice 1,4,0.6,0,33.734,0,36.684,30,42.9,30,42.9,4,0.6,0,33.7,0,36.7,3,34.4
88,1,18,70,0,Not Available,00:25.441,2,00:29.909,0,00:27.638,0,97.7,32:05.9,32:05.9,00:25.4,00:29.9,00:27.6,TB,00:00.00,0.0,NIOO,235.0,Location 7,Free Practice 1,0,25.441,0,29.909,0,27.638,32,5.9,32,5.9,0,25.4,0,29.9,0,27.6,0,0.0
88,1,19,118,0,Not Available,00:27.981,0,00:36.659,0,00:29.343,0,86.3,33:39.8,33:39.9,00:28.0,00:36.7,00:29.3,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,27.981,0,36.659,0,29.343,33,39.8,33,39.9,0,28.0,0,36.7,0,29.3,0,0.0
88,1,20,162,0,Not Available,00:25.492,0,00:30.325,0,00:27.715,0,97.1,35:03.4,35:03.4,00:25.5,00:30.3,00:27.7,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,25.492,0,30.325,0,27.715,35,3.4,35,3.4,0,25.5,0,30.3,0,27.7,0,0.0
88,1,21,93,0,B,00:28.874,0,00:32.957,0,00:32.024,0,86.4,36:37.2,36:37.2,00:28.9,00:33.0,00:32.0,TB,00:00.00,0.0,NIOO,245.27729934550464,Location 7,Free Practice 1,0,28.874,0,32.957,0,32.024,36,37.2,36,37.2,0,28.9,0,33.0,0,32.0,0,0.0
88,1,22,96,0,Not Available,05:41.9,0,00:38.319,0,00:35.422,0,19.5,43:32.9,43:32.9,05:41.9,00:38.3,00:35.4,TB,05:17.0,0.0,NIOO,250.0,Location 7,Free Practice 1,5,41.9,0,38.319,0,35.422,43,32.9,43,32.9,5,41.9,0,38.3,0,35.4,5,17.0
88,1,23,82,2,Not Available,00:25.598,0,00:29.608,2,00:27.422,2,98.1,44:55.5,44:55.5,00:25.6,00:29.6,00:27.4,TB,00:00.00,0.0,NIOO,250.0,Location 7,Free Practice 1,0,25.598,0,29.608,0,27.422,44,55.5,44,55.5,0,25.6,0,29.6,0,27.4,0,0.0
88,1,24,97,0,Not Available,00:29.839,0,00:37.462,0,00:32.474,0,81.3,46:35.3,46:35.3,00:29.8,00:37.5,00:32.5,TB,00:00.00,0.0,NIOO,250.0,Location 7,Free Practice 1,0,29.839,0,37.462,0,32.474,46,35.3,46,35.3,0,29.8,0,37.5,0,32.5,0,0.0
94,1,1,99,0,Not Available,00:58.907,0,00:36.355,0,00:35.469,0,62.0,02:10.7,02:10.7,00:58.9,00:36.4,00:35.5,AL,00:35.3,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,58.907,0,36.355,0,35.469,2,10.7,2,10.7,0,58.9,0,36.4,0,35.5,0,35.3
94,1,2,135,0,Not Available,00:26.451,0,00:32.247,0,00:30.669,0,90.7,03:40.1,03:40.1,00:26.5,00:32.2,00:30.7,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.451,0,32.247,0,30.669,3,40.1,3,40.1,0,26.5,0,32.2,0,30.7,0,0.0
94,1,3,127,0,Not Available,00:28.743,0,01:03.4,0,00:30.99,0,65.8,05:43.2,05:43.2,00:28.7,01:03.4,00:31.0,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,28.743,1,3.4,0,30.99,5,43.2,5,43.2,0,28.7,1,3.4,0,31.0,0,0.0
94,1,4,75,0,Not Available,00:25.939,0,00:30.747,0,00:28.232,0,95.5,07:08.1,07:08.1,00:25.9,00:30.7,00:28.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,25.939,0,30.747,0,28.232,7,8.1,7,8.1,0,25.9,0,30.7,0,28.2,0,0.0
94,1,5,111,0,Not Available,00:26.491,0,00:31.245,0,00:28.168,0,94.4,08:34.0,08:34.0,00:26.5,00:31.2,00:28.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.491,0,31.245,0,28.168,8,34.0,8,34.0,0,26.5,0,31.2,0,28.2,0,0.0
94,1,6,138,0,Not Available,00:26.876,0,00:30.742,0,00:28.259,0,94.4,09:59.9,09:59.9,00:26.9,00:30.7,00:28.3,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.876,0,30.742,0,28.259,9,59.9,9,59.9,0,26.9,0,30.7,0,28.3,0,0.0
94,1,7,98,0,Not Available,00:26.094,0,00:30.725,0,00:28.134,0,95.4,11:24.9,11:24.9,00:26.1,00:30.7,00:28.1,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.094,0,30.725,0,28.134,11,24.9,11,24.9,0,26.1,0,30.7,0,28.1,0,0.0
94,1,8,88,0,Not Available,00:26.009,0,00:30.827,0,00:28.101,0,95.4,12:49.8,12:49.8,00:26.0,00:30.8,00:28.1,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.009,0,30.827,0,28.101,12,49.8,12,49.8,0,26.0,0,30.8,0,28.1,0,0.0
94,1,9,101,0,Not Available,00:26.034,0,00:30.773,0,00:28.28,0,95.3,14:14.9,14:14.9,00:26.0,00:30.8,00:28.3,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,26.034,0,30.773,0,28.28,14,14.9,14,14.9,0,26.0,0,30.8,0,28.3,0,0.0
94,1,10,168,0,Not Available,00:30.687,0,00:37.863,0,00:29.711,0,82.5,15:53.2,15:53.2,00:30.7,00:37.9,00:29.7,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,30.687,0,37.863,0,29.711,15,53.2,15,53.2,0,30.7,0,37.9,0,29.7,0,0.0
94,1,11,68,0,Not Available,00:25.612,0,00:30.375,0,00:28.1,0,96.4,17:17.2,17:17.2,00:25.6,00:30.4,00:28.1,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,25.612,0,30.375,0,28.1,17,17.2,17,17.2,0,25.6,0,30.4,0,28.1,0,0.0
94,1,12,92,0,B,00:30.134,0,00:37.049,0,00:36.209,0,78.4,19:00.6,19:00.6,00:30.1,00:37.0,00:36.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,30.134,0,37.049,0,36.209,19,0.6,19,0.6,0,30.1,0,37.0,0,36.2,0,0.0
94,1,13,75,0,Not Available,08:53.3,0,00:33.927,0,00:33.627,0,13.5,29:01.5,29:01.5,08:53.3,00:33.9,00:33.6,AL,08:30.1,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,8,53.3,0,33.927,0,33.627,29,1.5,29,1.5,8,53.3,0,33.9,0,33.6,8,30.1
94,1,14,93,0,Not Available,00:25.373,0,00:30.081,0,00:27.24,2,98.0,30:24.2,30:24.2,00:25.4,00:30.1,00:27.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,25.373,0,30.081,0,27.24,30,24.2,30,24.2,0,25.4,0,30.1,0,27.2,0,0.0
94,1,15,136,0,Not Available,00:33.306,0,00:38.253,0,00:35.321,0,75.9,32:11.0,32:11.0,00:33.3,00:38.3,00:35.3,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,33.306,0,38.253,0,35.321,32,11.0,32,11.0,0,33.3,0,38.3,0,35.3,0,0.0
94,1,16,84,0,Not Available,00:30.311,0,00:34.124,0,00:30.502,0,85.4,33:46.0,33:46.0,00:30.3,00:34.1,00:30.5,AL,00:00.00,0.0,MAHINDRAd,235.0,Location 7,Free Practice 1,0,30.311,0,34.124,0,30.502,33,46.0,33,46.0,0,30.3,0,34.1,0,30.5,0,0.0
94,1,17,103,0,Not Available,00:24.984,0,00:29.487,2,00:27.48,0,98.9,35:07.9,35:07.9,00:25.0,00:29.5,00:27.5,AL,00:00.00,0.0,MAHINDRAd,250.0,Location 7,Free Practice 1,0,24.984,0,29.487,0,27.48,35,7.9,35,7.9,0,25.0,0,29.5,0,27.5,0,0.0
94,1,18,90,0,B,00:28.401,0,00:32.17,0,00:32.902,0,86.7,36:41.4,36:41.4,00:28.4,00:32.2,00:32.9,AL,00:00.00,0.0,MAHINDRAd,235.0,Location 7,Free Practice 1,0,28.401,0,32.17,0,32.902,36,41.4,36,41.4,0,28.4,0,32.2,0,32.9,0,0.0
94,1,19,105,0,Not Available,03:44.9,0,00:33.591,0,00:29.369,0,28.2,41:29.2,41:29.2,03:44.9,00:33.6,00:29.4,AL,03:22.8,0.0,MAHINDRAd,250.0,Location 7,Free Practice 1,3,44.9,0,33.591,0,29.369,41,29.2,41,29.2,3,44.9,0,33.6,0,29.4,3,22.8
94,1,20,83,2,Not Available,00:24.983,2,00:29.525,0,00:27.286,0,99.1,42:51.0,42:51.0,00:25.0,00:29.5,00:27.3,AL,00:00.00,0.0,MAHINDRAd,250.0,Location 7,Free Practice 1,0,24.983,0,29.525,0,27.286,42,51.0,42,51.0,0,25.0,0,29.5,0,27.3,0,0.0
94,1,21,114,0,Not Available,00:28.196,0,00:35.581,0,00:30.454,0,86.0,44:25.3,44:25.3,00:28.2,00:35.6,00:30.5,AL,00:00.00,0.0,MAHINDRAd,250.0,Location 7,Free Practice 1,0,28.196,0,35.581,0,30.454,44,25.3,44,25.3,0,28.2,0,35.6,0,30.5,0,0.0
94,1,22,196,0,Not Available,00:27.965,0,00:37.433,0,00:33.222,0,82.2,46:03.9,46:03.9,00:28.0,00:37.4,00:33.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 7,Free Practice 1,0,27.965,0,37.433,0,33.222,46,3.9,46,3.9,0,28.0,0,37.4,0,33.2,0,0.0
99,1,1,90,0,Not Available,00:56.125,0,00:36.01,0,00:35.032,0,63.8,02:07.2,02:07.2,00:56.1,00:36.0,00:35.0,PWEHRL,00:30.1,0.0,TAG ,245.27729934550464,Location 7,Free Practice 1,0,56.125,0,36.01,0,35.032,2,7.2,2,7.2,0,56.1,0,36.0,0,35.0,0,30.1
99,1,2,111,0,Not Available,00:28.415,0,00:32.837,0,00:29.844,0,89.0,03:38.3,03:38.3,00:28.4,00:32.8,00:29.8,PWEHRL,00:00.00,0.0,TAG ,245.27729934550464,Location 7,Free Practice 1,0,28.415,0,32.837,0,29.844,3,38.3,3,38.3,0,28.4,0,32.8,0,29.8,0,0.0
